int_id,200907,200910,201001,201004,201007,201010,201101,201104,201107,201110,201201,201204,201207,201210,201301,201304,201307,201310,201401,201404,201407,201410,201501,201504,201507,201510,201602,201606,201610,201702,201706,201710,201802,201806,201810,201812,201902,201906,201910,202002,202006,202010,202102,202106,202110,202202,202206,202210,202302,202306,202310,200907_sm,200910_sm,201001_sm,201004_sm,201007_sm,201010_sm,201101_sm,201104_sm,201107_sm,201110_sm,201201_sm,201204_sm,201207_sm,201210_sm,201301_sm,201304_sm,201307_sm,201310_sm,201401_sm,201404_sm,201407_sm,201410_sm,201501_sm,201504_sm,201507_sm,201510_sm,201602_sm,201606_sm,201610_sm,201702_sm,201706_sm,201710_sm,201802_sm,201806_sm,201810_sm,201812_sm,201902_sm,201906_sm,201910_sm,202002_sm,202006_sm,202010_sm,202102_sm,202106_sm,202110_sm,202202_sm,202206_sm,202210_sm,202302_sm,202306_sm,202310_sm
1601,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006776994,0.004986848,0.030945135834249272,0.046310654,0.015429845130121411,-0.003072564,-0.006998859,-0.011967198,0.008682599,0.020966066701992143,0.017996664687588405,-0.012109782,0.001412395,0.010469937,0.017885706613998152,0.020543024749369226,-0.006832561,-0.009566954,0.002864147,-0.009892331,0.010234897603859788,0.019179187110952435,-0.00174835,-0.021858457,0.00629389,-0.006131603,0.001349836,-0.004809079,-0.028755068,-0.029878151,0.000790958,-0.004554751,-0.022762377,0.003605206,-0.00121093,0.003810432,-0.005832017,0.004181495,0.004734407,-0.005722064,0.001886059,-0.002542003,-0.012554886,-0.006150899,-0.010459268,-0.023014335,-0.017127346,-0.005920075,-0.009624541,-0.010078826,
1602,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.080667371,-0.056828768,0.012123969445625951,0.076215984,0.014060499022404374,-0.024568199,-0.021010642,-0.024466005,0.038698655,0.047635517021020285,0.019483776142199857,-0.045623989,-0.002922831,0.045188917,0.037035786,0.062115186,-0.007924368,-0.008228797,-0.012152311,-0.02867995,0.03527746,0.053211591144402805,-0.018031526,-0.046606206,0.054803206,-0.021870568,0.021087014178434997,0.009029372,-0.049244688,-0.066923253,-0.015296142,0.015219737589359288,-0.081806577,0.047426526,-0.008717329,0.025224236150582648,-0.059085369,0.016732289,0.047039941,0.04397548,0.019071127,0.034278897,0.003042284,-0.020642374,-0.004181298,-0.096366986,-0.045707812,0.023071634272734322,0.05026644,0.013994556,
1603,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.069739162,-0.048927029,0.000621329,0.05229167,0.052088742,-0.004221535,0.036767797,-0.01446901,0.013472694,0.039698909,0.012918044916457594,-0.034552278,0.039396801,0.052635057,0.048581577,0.069071102,-0.010989224,-0.001980454,0.000994685,0.00043587,-0.013816696,0.024561468097898692,-0.023945587,-0.052095081,0.046955391,-0.010809332,0.00713948,-0.002336482,-0.05592781,-0.07020812,-0.061075545,-0.016737792,-0.062984673,0.070427497,-0.013619797,-0.035473288,-0.035435918,0.042744891511069416,0.034309379549490086,0.00121871,-0.010513494,0.023251088750031262,-0.043504251,-0.029752367,0.017042377549741014,-0.005238023,0.014535413848029241,0.013456376683380844,0.028607183239526227,0.001204335,
1604,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.045756583,-0.035242597,0.019107281345210655,0.060386371939149634,0.007298067,-0.020787154,-0.037123339,-0.022879135,0.018881474,0.046573061,0.020131638605300713,-0.002410443,0.042229478,0.041326908,0.031967965,0.024983228,0.007748136,-0.010591987,-0.024711196,-0.038314618,0.008431395,0.034055458356256355,-0.012145861,-0.051179113,0.016782560577131296,-0.023501577,-0.008660435,-0.026876858,-0.056111796,-0.043040544,-0.018504679,-0.016030403,-0.038094593,0.022292672,-0.001565469,-0.013231069,0.01640323,0.01842182,0.05180349,0.031676383459404725,0.015800825537067548,0.031886707,-0.001506933,0.013423538,-0.011469947,-0.024489909,0.004616953,0.016027414,-0.007775464,-0.012666049,
1605,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.081270721,-0.084312128,0.006510968,0.070958211,0.005579131,-0.043154771,-0.051470218,-0.025091373,0.026683042,0.030000584200024577,0.018330889521166682,-0.022537701,-0.029652542,0.02454534,0.019284258363768444,0.037309065,-0.022092315,-0.033604695,-0.019726922,-0.029303417,0.035394644248299245,0.044965775683522176,-0.013915134,-0.044867546,0.047752929734997424,0.013312989845871932,0.014443372725509107,-0.014722084,-0.063864684,-0.073830443,0.026414735,0.044616347,-0.068915867,0.036024368,0.0058199,0.025206619291566305,-0.038296854,0.025626724585890763,0.044166942,0.030821768799796673,0.026719199493527378,0.033742969,2.4488428607576107e-05,-0.028232215,0.015878902,-0.051275545,0.004025666,0.030068503,0.031542143,0.011705299839377376,
1606,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.044355455,-0.022691513,0.022623295454602538,0.076746052,0.047897019,-0.004926734,0.013832055816524913,-0.003308473,0.057111063,0.048770990026624585,0.012439779152995684,-0.060998306,0.012383837644991104,0.044667536,0.041847713291645036,0.054210546,-0.006716091,-0.009193922,-0.010663979,-0.025971241,-0.016530363,0.024243923,-0.022737709,-0.053753734,0.050858598,0.033836575715165414,0.007137865,0.003576684,-0.064867627,-0.075983545,-0.063092328,-0.013992193,-0.073698949,0.074300707,-0.002493255,0.012294840067625032,-0.028456289,0.035319714954024896,0.036149528661840846,-0.009599519,-0.016854119,0.030464186676238722,-0.040899016,-0.058735398,0.012276958674192456,-0.031292604,0.002172706,0.005712298,0.024619030913240025,-0.021722997,
1607,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.057948567,-0.038668646,0.024446136485307635,0.079353377,0.021278853217760733,0.000296246,-0.005915247,-0.023224645,0.044758941500614866,0.053298007219265656,0.019338122354103968,-0.065017729,-0.013857972,0.047042026,0.036524636,0.057287133,0.00658128,0.005596673,0.003395194,-0.013924432,0.030106971,0.036606047,-0.031323909,-0.052341184,0.048699798874365985,-0.021188432,0.016440727,-0.005792224,-0.052452639,-0.052759287,-0.028321477,-0.014222694,-0.074044228,0.030692678,-0.025766668,0.022546278360562416,-0.04972564,0.010083521023774758,0.045645218,0.039768814658507325,0.021562464726276882,0.026276416503466085,-0.012771078,-0.027130477,-0.002560885,-0.084914037,-0.042706907,0.005619864,0.034145590204458946,0.003668991,
1608,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.015426676,-0.023268145,0.023847736418247223,0.082241541,0.027757127697651193,-0.000691886,-0.025224988,-0.026922534,0.006497508,0.049157373,0.025632684620527105,-0.037756459,0.001307796,0.026038742982424236,0.020217697,0.037664404,-0.009476405,-0.009731383,-0.004486924,-0.005134552,0.024774634,0.026377456310467833,0.010612616745325217,-0.031649553,0.025075138761447027,-0.015987673,0.049913079,-0.009685152,-0.038332825,-0.064835753,-0.015898185,-0.007248342,-0.037194218,0.027858808,-0.027612009,-0.035949493,-0.042735604,0.039091402,0.066062805,0.017052131,-0.004814315,0.013011657,-0.034112961,-0.017218989,-0.049246403,-0.040683908,-0.009157042,0.010752617,0.008861337,-0.020003739,
1609,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.040004249,-0.051699889,-0.003305421,0.063982722,0.036992652172392046,-0.033882908,-0.006296686,-0.020373745,0.040745884,0.068660667,0.016860716,-0.055613174,0.051101046303908035,0.056052095,0.03863586,0.043246476,-0.026017177,-0.035268152,-0.027143952,-0.035937728,-0.03369984,0.029026749,-0.022767158,-0.030150608,0.05059393,-0.007884883,0.023571334553487366,0.018807669932192017,-0.033781378,-0.070770713,-0.068977332,0.000401843,-0.071135291,0.080460496,0.008856957,0.006736393,-0.053298836,0.031058169675595847,0.048232651569626556,0.0161258,-0.013196285,0.040382893248037816,-0.021916282,-0.061025205,-0.008700141,-0.02455891,0.018740905956788484,0.022443217,0.034428096630356536,0.004024935,
1610,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.023775425,-0.025930697,0.007497612,0.064138522,0.008969208,-0.016035336,-0.019271622,-0.033421111,-0.003691974,0.040519482,0.014092224435164405,-0.031351677,0.024421193851874412,0.032421113,0.029929407800619423,0.048392942,-0.009184992,-0.009808764,-0.007970059,-0.014765802,0.006605306,0.025571801,0.001977145,-0.027998421,0.052893681594958664,0.004892447,0.042202169,-0.002185009,-0.027522783,-0.045877102,-0.006701822,0.003192761,-0.075864364,0.033707096599615544,-0.036306715,-0.022427929,-0.07121877,0.034985589,0.07015887,0.030681074238740516,0.010253779017008274,0.007474068,-0.008507114,3.145405879387969e-05,-0.013524928,-0.063994013,-0.027721509,-0.004739391,0.017035374847742243,-0.024822715,
1611,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.0623142,-0.044865203,0.002000431,0.066946777,0.027306046788439585,-0.042339314,-0.041490648,-0.040536314,0.032253022785439636,0.06705774,0.019667283,-0.057226691,0.043529282352237963,0.058747321028601036,0.036156399,0.058406703,-0.003512876,-0.010291144,-0.006176843,-0.036737215,-0.022663023,0.043576606,-0.030296465,-0.044631406,0.008376869,-0.056967574,0.005993694,0.009068729,-0.054836341,-0.055597006,-0.022119087,0.008006086,-0.067214627,0.070102607,0.00910579,-0.00731758,-0.048755391,0.017861251239523715,0.044591809,0.037645934,0.0081084,0.044552817,-0.001096904,-0.020253076,-0.00894617,-0.03648006,0.005770554,0.034746639,0.027695989970004914,-0.001092159,
1612,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.019588643,-0.003876666,0.026677979,0.087188015,0.045434058,-0.00836456,-0.007825595,-0.02497676,0.048482524,0.054233458,0.002658147,-0.066853783,0.020177198,0.043168259,0.031576056,0.040947493,-0.019627431,-0.011385341,-0.008318713,-0.034594673,-0.034709467,0.031857863,-0.019060838,-0.024201241,0.058936611,0.011224012289728455,0.017917583563498075,0.005682881,-0.045171008,-0.046596401,-0.049992949,-0.011988767,-0.080444695,0.064262195,-0.012426151,0.011519343,-0.03465903,0.023416597,0.032239336520433426,0.011709080742938166,-0.015554952,0.028668677700417367,-0.013873204,-0.06300952,-0.011600731,-0.045270309,-0.016130393,0.002485101,0.013921792,-0.016425907,
1613,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.016072585,-0.046778918,-0.001149313,0.046960049,-0.004157703,-0.032233775,-0.032970266,-0.031112132,0.004117984,0.021489188934747966,0.003076656,-0.006060456,0.003383215,0.006227965,-0.005752039,0.003332209,-0.007610862,-0.015932459,-0.025871394,-0.046344328,-0.005800499,0.038879101,0.008412386,-0.043813543,0.028444313372556984,-0.012256201,0.006770151,-0.016225363,-0.0527346,-0.028299681,0.025945954,0.027949814326488076,-0.017704176,0.008368201,-0.004951711,-0.000618449,0.029690556514721675,0.062688713,0.029023298,0.002454365,-0.010856936,0.020566714784273736,-0.01713803,-0.003730751,-0.010444917,-0.010731172,-0.009238775,0.011527120207364731,0.013268271031288012,0.026966961243977926,
1614,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,-0.026552773,-0.022709077,0.026345445,0.072632579,0.004860494,-0.018972462,-0.033861235,-0.024125583,0.011102913241637383,0.021537439603554573,0.003994512,-0.044701853,0.004842041,0.03216183,0.027372677467371292,0.052703439601157864,-0.006778217,-0.004714435,-0.010467582,-0.020221174,0.015137131276883584,0.022883363,0.006361162,-0.03581444,0.032423815,0.008083774,0.052851736,0.005755003,-0.035977178,-0.074059748,-0.026819895,-0.017631452,-0.073256261,0.039710257,-0.002321534,-0.033682589,-0.039595834,0.04079715,0.078311132,0.038627027,0.021166560681242674,0.032045646,-0.008684837,-0.003890517,-0.014395006,-0.03814607,-0.017983972,0.005593164,-0.00450945,-0.036742307,
1615,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.074189027,-0.05474041,0.01859787,0.052266152575612075,-0.006295026,-0.038858006,-0.025847343,-0.038785456,0.021271451259963187,0.053782563772983856,0.017155937,-0.038487235,0.003106261,0.023114752140827484,0.003790765,0.030376465991139405,-0.00320907,-0.057193752,-0.038373401,-0.033194518,0.006065416,0.044105228,-0.020459489,-0.052324647,0.043157044,-0.036143698,0.015899742487818017,-0.016705485,-0.049109924,-0.044650854,0.011583244,0.006635863,-0.093292737,0.043224273,0.020389475,0.005409977,-0.02859758,0.055594079,0.055582887,0.049854307,0.028226371970959008,0.047448276,-0.014632644,-0.007185558,-0.014999402,-0.049371118,0.003589077,0.013875814620405401,0.018555446,0.003632099,
1616,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.076618878,-0.062401643,-0.00727277,0.053748493771190224,0.008449376,-0.044359548,-0.036428165,-0.037912706,0.018848015400378594,0.057231088,0.024738791,-0.058518635,0.024607141,0.037723944,0.021805277985075214,0.052505944,-0.013191676,-0.038665799,-0.011963505,-0.046501261,-0.041620492,0.046482707,-0.026024853,-0.046912343,0.039811762,-0.036894004,0.018196935239045517,0.019706174893223724,-0.055170659,-0.044267408,0.019410075,0.036296203,-0.09611194,0.072909602,0.004038483,-0.009064597,-0.065051459,0.028180820624465516,0.043104985,0.037429507,0.020600923863442047,0.058385833,0.009786376,-0.006809265,-0.007848688,-0.058607072,-0.002157969,0.027655912,0.030474702463201844,-0.009548443,
1617,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,-0.048475522,-0.044330014,-0.005060807,0.047263386,0.003097236,-0.014698636,-0.030467809,-0.030394754,-0.006909414,0.024032712840347845,0.013378328449434512,-0.024938504,0.004813706,0.030148585065663314,0.019372473,0.032428461,-0.002936164,-0.001061879,-0.009247876,-0.015297827,0.024712718,0.028064141170584048,-0.001675973,-0.0362487,0.031542089,-0.007037797,0.051362286,0.012726843249883588,-0.031208714,-0.056680906,-0.021173328,-0.000523138,-0.035600405,0.058107178,-0.016635576,-0.046549233,-0.058743488,0.042093431,0.084490654,0.035303117,0.020148747258906766,0.024710327,0.001594658,-0.000282312,-0.031051017,-0.040624041,-0.000233091,0.010376665660803263,0.027577443,-0.029529966,
1618,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.050482135,-0.046179833,0.025736487268105818,0.059535106,-0.005594875,-0.011747497,-0.02529448,-0.026675013,0.013213538929172187,0.030343683274543783,0.005482109,-0.013284355,0.029259648,0.033426557303122856,0.020998063132814743,0.034298582,0.009422681,-0.017763358,-0.032377876,-0.036373883,0.015532750474370055,0.043494666,-0.015483675,-0.065075373,0.028680245,-0.026738607,0.008744516,-0.023792897,-0.056189942,-0.050969843,0.012693236055581439,0.008573543,-0.053773656,0.023019041056218333,0.00152299,-0.002307258,0.003592706,0.036570155507196556,0.060288928,0.038801169,0.011229362581735066,0.034193108,-0.009666596,-0.008912397,-0.036680702,-0.054611401,-0.005223727,0.02369914,-0.0050775,-0.014112817,
1619,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.066072681,-0.057527097,0.004490935,0.081745512,0.00516988,-0.037202132,-0.024908824,-0.034169251,0.020433842014240984,0.053761909,0.022946845299454136,-0.050506956,0.016319383376388157,0.052751537,0.025335778952926713,0.04427756,-0.022731514,-0.031618722,-0.024861135,-0.044305937,-0.009006597,0.039871678,-0.022334257,-0.05108862,0.044073803,-0.038165261,0.02246716,0.016132513041137372,-0.044174926,-0.045275419,-0.003747654,0.019377661,-0.091872205,0.048187455,-0.006256625,0.001128974,-0.05056631,0.021157394013097207,0.039443624,0.040616009,0.021344078324174384,0.049511081909620606,0.012801487599649719,0.000550446,0.002282453,-0.057430089,-0.012104931,0.026452995596393435,0.034983336925506606,0.000294581,
1620,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.006214153,-0.000768772,0.022853522208230254,0.090519638,0.034467609,0.020644134745515602,-0.003293367,-0.001924864,0.030612537059290623,0.039333118,0.004452257,-0.047844878,0.004698024,0.020470212502726154,0.028323716,0.054333732559763155,-0.000415471,0.000905617,0.005021358,-0.017282128,0.015985146164894104,0.023610637362661016,-0.014099598,-0.039803102,0.023075115,0.011773344000865646,-0.00626188,-0.009268583,-0.018304171,-0.033111491,-0.02646528,-0.023009329,-0.068355528,0.020211035321498733,-0.012217587,0.008250631,-0.011920752,0.030840533,0.026930356333995688,-0.017239204,-0.009610073,-0.002372335,-0.028812963,-0.044084446,-0.006715015,-0.05040683,-0.052060764,-0.005550348,-0.010001614,-0.020860067,
1621,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.019025775,-0.021633659,0.014110482421266037,0.071323415,0.025222714,0.001543792,-0.007968779,-0.015718491,0.017767319478184385,0.039845237,0.005909843,-0.042027401,0.018176957067236835,0.032572276,0.031948449,0.042350215,0.000142148,0.00755163,-0.007194022,-0.009105918,0.028850624,0.032923675804253066,-0.003312676,-0.019664296,0.036241916,0.002995939,0.002517772,0.001129002,-0.013050774,-0.028637613,-0.048975576,0.001856011,-0.065101012,0.024661564503807652,-0.022500394,0.000759541,-0.038957768,0.021041485559509465,0.048297862152019186,0.014406342642853093,-0.004802112,0.015146212585001123,-0.018030924,-0.040267743,0.003591285,-0.034304164,-0.038633915,-0.002392071,-0.005873389,-0.017476627,
1622,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.016857579,-0.018196033,0.022120124078355716,0.05662732,0.026997029781341525,0.000527142,-0.014368279,-0.016236656,0.03989248,0.049880108330398784,0.012411708361469195,-0.06150762,0.033682212,0.05122017,0.040877393,0.043124207644723335,-0.006331623,-0.003772975,-0.008663671,-0.016456657,0.011939413845539065,0.027388243470340953,0.002736772,-0.042259073,0.044997468590736375,0.012755929,0.017183389,0.000272618,-0.022824475,-0.042739973,-0.057591101,-0.013435045,-0.065424234,0.025680308928713175,-0.048714378,-0.002572798,-0.046033662,0.024428723845630856,0.051097799,0.009074392,-0.001550713,-4.29E-05,-0.015120132,-0.039732066,0.003977481,-0.048261477,-0.023593215,0.000283923,0.002284771,-0.023568699,
1623,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.056779937,-0.014693449,0.010516967,0.027424633502960188,0.015749360416449754,0.006599284,-0.003969622,-0.021158789,-0.012226965,0.013610108518132977,0.005021089,-0.013862522,0.024578243,-0.006086174,-0.011751822,0.013711076156765832,-0.001659684,-0.013032022,-0.004002012,-0.016877987,-0.007824884,0.013578244576267148,-0.001350821,-0.004194615,0.014414964353337001,-0.011961074,0.006027847,0.005954351,-0.02172417,-0.03008447,-0.01852472,0.035516905,-0.016047366,0.055969782,-0.006427552,-0.01042073,-0.018025159,0.038399788,0.040343099511137195,0.023053465082364916,-0.013105577,0.00329505,-0.013794105,-0.016151281,-0.011801717,-0.023779127,-0.0076026,0.014237071515298351,0.015158792482871615,-0.000862956,
1624,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.033871532,-0.057777111,-0.020419558,0.040607686,0.018590898855644133,0.002633266,-0.013273294,-0.039349207,-0.011673942,0.026092812638072393,0.002895891,-0.035456748,0.006932584,0.029413359349264798,0.018602825043832535,0.026011299,0.007620685,0.013362403520766432,-0.023683988,-0.031716857,0.032522664131487106,0.025306501151884306,-0.012748662,-0.008585025,0.041923066929859226,-0.006945229,0.027348236,0.011120605775538604,-0.05074385,-0.042901772,-0.063100031,0.002035684,-0.028771642,0.055460024186793494,-0.014360116,-0.032534206,-0.059158039,0.082252099,0.066202685,0.059093281407566645,0.000546584,0.042932975,-0.019152236,-0.001303214,-0.006766422,-0.021789464,0.007724106,0.031919434118796816,0.035641066072618244,-0.038184289,
1625,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.053307757,-0.059264843,-0.006994915,0.059697275,0.015464571118354802,-0.010269682,-0.026554525,-0.047047007,-0.022887141,0.047642486691474945,0.038224548846483256,-0.01310945,0.035907915234565733,0.035357297,0.03136693,0.035537359,0.029933904,0.027571324,-0.012729943,-0.013017691,0.032127111554145826,0.01827041,-0.003021183,-0.004518725,0.055513905,-0.002898661,0.030659008920192698,0.008174132,-0.003844816,-0.043314438,-0.040334261,0.009392222,-0.048783106,0.049325046,-0.027559864,-0.031413359,-0.056339475,0.056860626339912394,0.086528376,0.047207694,0.014376352429389977,0.025896547734737402,-0.014515724,-0.049383034,-0.039783571,-0.055488327,-0.015771846,0.003031245,0.002344023,-0.030124189,
1626,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.017682049,-0.027775575,0.013424471020698533,0.076255741,-0.001285103,-0.013231029,-0.019805171,-0.039077697,-0.017792106,0.031747994,0.001604959,-0.045547805,-0.000206649,0.010873652580711601,0.019811843832333878,0.046977326,-0.006972558,-0.011357708,-0.022625948,-0.017993164,0.019493328200446206,0.016935272763172776,-0.00601271,-0.022437948,0.039261539777119936,0.005700751,0.008288479,0.015075908559891896,-0.024287763,-0.037949341,-0.090377328,-0.009010967,-0.055009928,0.068783339,0.010687388065788478,0.019573138405879306,-0.019031879,0.049370915,0.054243746,0.010063148000174084,-0.018802136,0.020061489194631604,-0.003480756,-0.019333683,0.022294659995370447,-0.013213592,-0.002214925,0.000870022,0.026126771958337888,0.02616635,
1627,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.031329443,-0.028527289,0.013819601262609178,0.067094984,0.019621509561936062,-0.015037252,-0.025303401,-0.036765865,-0.003975759,0.049169352,0.019176815077662494,-0.041628438,0.009648202,0.025828897,0.028506603,0.055211654,-0.025072886,0.000695136,-0.004062201,-0.00956584,0.043603979,0.040274241,0.001005385,-0.009151427,0.036955343,0.000980761,0.007269807,0.000863911,-0.023061813,-0.035046221,-0.072312862,-0.016504873,-0.046904825,0.069560863,0.015047509223222705,0.00782564,0.003182178,0.059362478,0.059015563,0.000420429,-0.014897062,0.026599781960248974,-0.007992961,-0.028337241,0.008415223,-0.020543101,-0.015483357,-0.000397148,0.010873979,-0.007073348,
1628,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.05829218,-0.01259489,0.025016308,0.043547809208658604,0.031235778873616976,0.004437609,-0.000701536,-0.015889609,-0.029352283,0.006448524,0.004050762,-0.023075488,0.014640193093906774,0.018923120065168914,0.012194370850920684,0.025985948148776177,0.008996901,0.003616013,0.000354323,-0.014155006,-0.025592855,-0.002325156,-0.007364029,-0.003618628,0.034798652,-0.004696049,-0.012704043,-0.000427216,-0.012344333,-0.019842484,-0.033359628,0.041898169,-0.002495977,0.054281947287646175,-0.012945793,-9.27E-05,-0.009639626,0.048688878,0.045444488440724934,0.019366548819975404,-0.004647363,-0.006038601,-0.014395744,-0.018119362,-0.04698066,-0.044289104,-0.024127922,0.002143294,0.014509079131213062,-0.022113334,
1629,1,1,1,1,1,1,1,1,1,1,99,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-0.059905464,-0.015681707,-0.002555762,0.011495889594348555,0.017972387660008186,0.008211021,-0.005861819,-0.0259174,-0.023733212,0.00732923,0.011767541703123333,-0.005801322,0.022456825639192886,-0.020112826,-0.006447528,0.011740803933487504,-0.009584719,-0.018272308,-0.006744857,-0.010887518,0.006706862,0.014703860649695769,-0.009465564,-0.01164741,0.005344681,-0.011242307,0.013105843144540621,0.023052789987279818,-0.012317282,-0.032659666,-0.010837863,0.039922544589409456,-0.012632792,0.061636873305990145,0.011090503289149345,-0.004606114,-0.019092964,0.040701605,0.028937071776733953,0.016370497214106414,-0.026470634,0.005448945,-0.018788178,-0.02093604,-0.001832093,-0.014798175,-0.012406441,0.017417457456199024,0.030374253,0.00646019,
